project,event,sample,fish,total,weight,floy,tag_applied,tag_recapture,species
LEM_IS17_RBC,3,57,700,623,,,0,0,carp
LEM_IS17_RBC,3,57,701,560,,,0,0,carp
LEM_IS17_RBC,3,57,702,535,,,0,0,carp
LEM_IS17_RBC,3,57,703,510,,,0,0,carp
LEM_IS17_RBC,3,57,704,462,,,0,0,hybrid
LEM_IS17_RBC,3,60,705,624,,,0,0,carp
LEM_IS17_RBC,3,60,706,609,,,0,0,carp
LEM_IS17_RBC,3,60,707,604,,,0,0,carp
LEM_IS17_RBC,3,60,708,645,,,0,0,carp
LEM_IS17_RBC,3,60,709,584,,,0,0,carp
LEM_IS17_RBC,3,60,710,406,,,0,0,carp
LEM_IS17_RBC,3,60,711,434,,,0,0,carp
LEM_IS17_RBC,3,60,712,578,,,0,0,carp
LEM_IS17_RBC,3,60,713,498,,,0,0,carp
LEM_IS17_RBC,3,60,714,444,,,0,0,carp
LEM_IS17_RBC,3,61,715,435,,,0,0,carp
LEM_IS17_RBC,3,61,716,613,,,0,0,carp
LEM_IS17_RBC,3,61,717,649,,,0,0,carp
LEM_IS17_RBC,3,61,718,755,,,0,0,carp
LEM_IS17_RBC,3,61,719,583,,,0,0,carp
LEM_IS17_RBC,3,61,720,621,,,0,0,carp
LEM_IS17_RBC,3,61,721,605,,,0,0,carp
LEM_IS17_RBC,3,61,722,692,,,0,0,carp
LEM_IS17_RBC,3,61,723,603,,,0,0,carp
LEM_IS17_RBC,3,66,724,703,,,0,0,carp
LEM_IS17_RBC,3,67,725,385,,,0,0,goldfish
LEM_IS17_RBC,3,67,726,448,,,0,0,carp
LEM_IS17_RBC,3,67,727,745,,,0,0,carp
LEM_IS17_RBC,3,67,728,594,,,0,0,carp
LEM_IS17_RBC,3,67,729,654,,,0,0,carp
LEM_IS17_RBC,3,67,730,639,,,0,0,carp
LEM_IS17_RBC,3,67,731,432,,,0,0,hybrid
LEM_IS17_RBC,3,67,732,736,,,0,0,carp
LEM_IS17_RBC,3,69,733,592,,,0,0,carp
LEM_IS17_RBC,3,69,734,706,,,0,0,carp
LEM_IS17_RBC,3,69,735,587,,,0,0,carp
LEM_IS17_RBC,3,69,736,668,,,0,0,carp
LEM_IS17_RBC,3,69,737,654,,,0,0,carp
LEM_IS17_RBC,3,69,738,598,,,0,0,carp
LEM_IS17_RBC,3,69,739,587,,,0,0,carp
LEM_IS17_RBC,3,69,740,614,,,0,0,carp
LEM_IS17_RBC,3,69,741,732,,,0,0,carp
LEM_IS17_RBC,3,69,742,643,,,0,0,carp
LEM_IS17_RBC,3,69,743,543,,,0,0,carp
LEM_IS17_RBC,3,69,744,707,,,0,0,carp
LEM_IS17_RBC,3,69,745,615,,,0,0,carp
LEM_IS17_RBC,3,70,746,568,,,0,0,carp
LEM_IS17_RBC,3,71,747,740,,,0,0,carp
LEM_IS17_RBC,3,71,748,621,,,0,0,carp
LEM_IS17_RBC,3,71,749,546,,,0,0,carp
LEM_IS17_RBC,3,71,750,648,,,0,0,carp
LEM_IS17_RBC,3,71,751,619,,,0,0,carp
LEM_IS17_RBC,3,74,752,607,,,0,0,carp
LEM_IS17_RBC,3,74,753,657,,,0,0,carp
LEM_IS17_RBC,3,74,754,622,,,0,0,carp
LEM_IS17_RBC,3,74,755,609,,,0,0,carp
LEM_IS17_RBC,3,74,756,739,,,0,0,carp
LEM_IS17_RBC,3,74,757,541,,,0,0,carp
LEM_IS17_RBC,3,74,758,488,,,0,0,carp
LEM_IS17_RBC,3,74,759,610,,,0,0,carp
LEM_IS17_RBC,3,74,760,660,,,0,0,carp
LEM_IS17_RBC,3,74,761,644,,,0,0,carp
LEM_IS17_RBC,3,74,762,670,,,0,0,carp
LEM_IS17_RBC,3,74,763,626,,,0,0,carp
LEM_IS17_RBC,3,74,764,474,,,0,0,carp
LEM_IS17_RBC,3,74,765,601,,,0,0,carp
LEM_IS17_RBC,3,74,766,663,,,0,0,carp
LEM_IS17_RBC,3,74,767,581,,,0,0,carp
LEM_IS17_RBC,3,74,768,544,,,0,0,carp
LEM_IS17_RBC,3,74,769,625,,,0,0,carp
LEM_IS17_RBC,3,74,770,591,,,0,0,carp
LEM_IS17_RBC,3,74,771,407,,,0,0,carp
LEM_IS17_RBC,3,74,772,644,,,0,0,carp
LEM_IS17_RBC,3,74,773,696,,,0,0,carp
LEM_IS17_RBC,3,74,774,668,,,0,0,carp
LEM_IS17_RBC,3,74,775,457,,,0,0,carp
LEM_IS17_RBC,3,74,776,587,,,0,0,carp
LEM_IS17_RBC,3,74,777,628,,,0,0,carp
LEM_IS17_RBC,3,74,778,692,,,0,0,carp
LEM_IS17_RBC,3,74,779,617,,,0,0,carp
LEM_IS17_RBC,3,74,780,560,,,0,0,carp
LEM_IS17_RBC,3,74,781,623,,,0,0,carp
LEM_IS17_RBC,3,74,782,658,,,0,0,carp
LEM_IS17_RBC,3,74,783,631,,,0,0,carp
LEM_IS17_RBC,3,74,784,671,,,0,0,carp
LEM_IS17_RBC,3,74,785,671,,,0,0,carp
LEM_IS17_RBC,3,74,786,674,,,0,0,carp
LEM_IS17_RBC,3,74,787,657,,,0,0,carp
LEM_IS17_RBC,3,74,788,673,,,0,0,carp
LEM_IS17_RBC,3,74,789,435,,,0,0,carp
LEM_IS17_RBC,3,74,790,634,,,0,0,carp
LEM_IS17_RBC,3,74,791,441,,,0,0,carp
LEM_IS17_RBC,3,74,792,542,,,0,0,carp
LEM_IS17_RBC,3,74,793,646,,,0,0,carp
LEM_IS17_RBC,3,74,794,610,,,0,0,carp
LEM_IS17_RBC,3,74,795,756,,,0,0,carp
LEM_IS17_RBC,3,74,796,637,,,0,0,carp
LEM_IS17_RBC,3,74,797,650,,,0,0,carp
LEM_IS17_RBC,3,74,798,237,,,0,0,goldfish
LEM_IS17_RBC,3,74,799,590,,,0,0,carp
LEM_IS17_RBC,3,74,800,693,,,0,0,carp
LEM_IS17_RBC,3,74,801,361,,,0,0,carp
LEM_IS17_RBC,3,74,802,679,,,0,0,carp
LEM_IS17_RBC,3,74,803,612,,,0,0,carp
LEM_IS17_RBC,3,74,804,662,,,0,0,carp
LEM_IS17_RBC,3,74,805,716,,,0,0,carp
LEM_IS17_RBC,3,74,806,605,,,0,0,carp
LEM_IS17_RBC,3,74,807,740,,,0,0,carp
LEM_IS17_RBC,3,74,808,345,,,0,0,carp
LEM_IS17_RBC,3,74,809,653,,,0,0,carp
LEM_IS17_RBC,3,74,810,585,,,0,0,carp
LEM_IS17_RBC,3,74,811,730,,,0,0,carp
LEM_IS17_RBC,3,74,812,605,,,0,0,carp
LEM_IS17_RBC,3,74,813,644,,,0,0,carp
LEM_IS17_RBC,3,74,814,725,,,0,0,carp
LEM_IS17_RBC,3,74,815,662,,,0,0,carp
LEM_IS17_RBC,3,74,816,674,,,0,0,carp
LEM_IS17_RBC,3,74,817,560,,,0,0,carp
LEM_IS17_RBC,3,74,818,629,,,0,0,carp
LEM_IS17_RBC,3,74,819,639,,,0,0,carp
LEM_IS17_RBC,3,74,820,620,,,0,0,carp
LEM_IS17_RBC,3,74,821,616,,,0,0,carp
LEM_IS17_RBC,3,74,822,479,,,0,0,carp
LEM_IS17_RBC,3,74,823,630,,,0,0,carp
LEM_IS17_RBC,3,74,824,583,,,0,0,carp
LEM_IS17_RBC,3,74,825,710,,,0,0,carp
LEM_IS17_RBC,3,74,826,552,,,0,0,carp
LEM_IS17_RBC,3,74,827,607,,,0,0,carp
LEM_IS17_RBC,3,74,828,622,,,0,0,carp
LEM_IS17_RBC,3,74,829,665,,,0,0,carp
LEM_IS17_RBC,3,74,830,641,,,0,0,carp
LEM_IS17_RBC,3,74,831,647,,,0,0,carp
LEM_IS17_RBC,3,74,832,616,,,0,0,carp
LEM_IS17_RBC,3,74,833,665,,,0,0,carp
LEM_IS17_RBC,3,74,834,657,,,0,0,carp
LEM_IS17_RBC,3,74,835,606,,,0,0,carp
LEM_IS17_RBC,3,74,836,609,,,0,0,carp
LEM_IS17_RBC,3,74,837,665,,,0,0,carp
LEM_IS17_RBC,3,74,838,591,,,0,0,carp
LEM_IS17_RBC,3,74,839,637,,,0,0,carp
LEM_IS17_RBC,3,74,840,602,,,0,0,carp
LEM_IS17_RBC,3,74,841,686,,,0,0,carp
LEM_IS17_RBC,3,74,842,620,,,0,0,carp
LEM_IS17_RBC,3,74,843,486,,,0,0,carp
LEM_IS17_RBC,3,74,844,482,,,0,0,carp
LEM_IS17_RBC,3,74,845,600,,,0,0,carp
LEM_IS17_RBC,3,74,846,605,,,0,0,carp
LEM_IS17_RBC,3,74,847,635,,,0,0,carp
LEM_IS17_RBC,3,74,848,540,,,0,0,carp
LEM_IS17_RBC,3,74,849,696,,,0,0,carp
LEM_IS17_RBC,3,74,850,608,,,0,0,carp
LEM_IS17_RBC,3,74,851,512,,,0,0,carp
LEM_IS17_RBC,3,74,852,649,,,0,0,carp
LEM_IS17_RBC,3,74,853,572,,,0,0,carp
LEM_IS17_RBC,3,74,854,662,,,0,0,carp
LEM_IS17_RBC,3,74,855,705,,,0,0,carp
LEM_IS17_RBC,3,74,856,632,,,0,0,carp
LEM_IS17_RBC,3,74,857,552,,,0,0,carp
LEM_IS17_RBC,3,74,858,590,,,0,0,carp
LEM_IS17_RBC,3,74,859,592,,,0,0,carp
LEM_IS17_RBC,3,74,860,718,,,0,0,carp
LEM_IS17_RBC,3,74,861,660,,,0,0,carp
LEM_IS17_RBC,3,74,862,627,,,0,0,carp
LEM_IS17_RBC,3,74,863,646,,,0,0,carp
LEM_IS17_RBC,3,74,864,575,,,0,0,carp
LEM_IS17_RBC,3,74,865,701,,,0,0,carp
LEM_IS17_RBC,3,74,866,712,,,0,0,carp
LEM_IS17_RBC,3,74,867,692,,,0,0,carp
LEM_IS17_RBC,3,74,868,601,,,0,0,carp
LEM_IS17_RBC,3,74,869,655,,,0,0,carp
LEM_IS17_RBC,3,74,870,680,,,0,0,carp
LEM_IS17_RBC,3,74,871,670,,,0,0,carp
LEM_IS17_RBC,3,74,872,712,,,0,0,carp
LEM_IS17_RBC,3,74,873,680,,,0,0,carp
LEM_IS17_RBC,3,74,874,627,,,0,0,carp
LEM_IS17_RBC,3,74,875,512,,,0,0,carp
LEM_IS17_RBC,3,74,876,653,,,0,0,carp
LEM_IS17_RBC,3,74,877,648,,,0,0,carp
LEM_IS17_RBC,3,74,878,736,,,0,0,carp
LEM_IS17_RBC,3,74,879,732,,,0,0,carp
LEM_IS17_RBC,3,74,880,628,,,0,0,carp
LEM_IS17_RBC,3,74,881,641,,,0,0,carp
LEM_IS17_RBC,3,74,882,632,,,0,0,carp
LEM_IS17_RBC,3,74,883,581,,,0,0,carp
LEM_IS17_RBC,3,74,884,622,,,0,0,carp
LEM_IS17_RBC,3,74,885,572,,,0,0,carp
LEM_IS17_RBC,3,74,886,721,,,0,0,carp
LEM_IS17_RBC,3,74,887,630,,,0,0,carp
LEM_IS17_RBC,3,74,888,712,,,0,0,carp
LEM_IS17_RBC,3,74,889,710,,,0,0,carp
LEM_IS17_RBC,3,74,890,517,,,0,0,carp
LEM_IS17_RBC,3,74,891,578,,,0,0,carp
LEM_IS17_RBC,3,74,892,614,,,0,0,carp
LEM_IS17_RBC,3,74,893,570,,,0,0,carp
LEM_IS17_RBC,3,74,894,570,,,0,0,carp
LEM_IS17_RBC,3,75,895,690,,,0,0,carp
LEM_IS17_RBC,3,75,896,683,,,0,0,carp
LEM_IS17_RBC,3,75,897,632,,,0,0,carp
LEM_IS17_RBC,3,75,898,720,,,0,0,carp
LEM_IS17_RBC,3,75,899,591,,,0,0,carp
LEM_IS17_RBC,3,75,900,634,,,0,0,carp
LEM_IS17_RBC,3,75,901,641,,,0,0,carp
LEM_IS17_RBC,3,75,902,733,,,0,0,carp
LEM_IS17_RBC,3,75,903,655,,,0,0,carp
LEM_IS17_RBC,3,75,904,796,,,0,0,carp
LEM_IS17_RBC,3,75,905,653,,,0,0,carp
LEM_IS17_RBC,3,75,906,638,,,0,0,carp
LEM_IS17_RBC,3,75,907,564,,,0,0,carp
LEM_IS17_RBC,3,75,908,719,,,0,0,carp
LEM_IS17_RBC,3,75,909,705,,,0,0,carp
LEM_IS17_RBC,3,75,910,687,,,0,0,carp
LEM_IS17_RBC,3,75,911,635,,,0,0,carp
LEM_IS17_RBC,3,75,912,598,,,0,0,carp
LEM_IS17_RBC,3,75,913,660,,,0,0,carp
LEM_IS17_RBC,3,79,914,631,,,0,0,carp
LEM_IS17_RBC,3,79,915,624,,,0,0,carp
LEM_IS17_RBC,3,79,916,692,,,0,0,carp
LEM_IS17_RBC,3,79,917,720,,,0,0,carp
LEM_IS17_RBC,3,79,918,630,,,0,0,carp
LEM_IS17_RBC,3,79,919,502,,,0,0,carp
LEM_IS17_RBC,3,79,920,649,,,0,0,carp
LEM_IS17_RBC,3,79,921,650,,,0,0,carp
LEM_IS17_RBC,3,79,922,648,,,0,0,carp
LEM_IS17_RBC,3,79,923,407,,,0,0,carp
LEM_IS17_RBC,3,79,924,382,,,0,0,hybrid
LEM_IS17_RBC,3,79,925,622,,,0,0,carp
LEM_IS17_RBC,3,79,926,646,,,0,0,carp
LEM_IS17_RBC,3,79,927,618,,,0,0,carp
LEM_IS17_RBC,3,79,928,615,,,0,0,carp
LEM_IS17_RBC,3,79,929,580,,,0,0,carp
LEM_IS17_RBC,3,79,930,707,,,0,0,carp
LEM_IS17_RBC,3,79,931,527,,,0,0,carp
LEM_IS17_RBC,3,79,932,608,,,0,0,carp
LEM_IS17_RBC,3,79,933,608,,,0,0,carp
LEM_IS17_RBC,3,79,934,658,,,0,0,carp
LEM_IS17_RBC,3,79,935,645,,,0,0,carp
LEM_IS17_RBC,3,79,936,610,,,0,0,carp
LEM_IS17_RBC,3,79,937,588,,,0,0,carp
LEM_IS17_RBC,3,79,938,616,,,0,0,carp
LEM_IS17_RBC,3,79,939,708,,,0,0,carp
LEM_IS17_RBC,3,79,940,653,,,0,0,carp
LEM_IS17_RBC,3,79,941,644,,,0,0,carp
LEM_IS17_RBC,3,79,942,646,,,0,0,carp
LEM_IS17_RBC,3,79,943,582,,,0,0,carp
LEM_IS17_RBC,3,79,944,600,,,0,0,carp
LEM_IS17_RBC,3,79,945,633,,,0,0,carp
LEM_IS17_RBC,3,79,946,635,,,0,0,carp
LEM_IS17_RBC,3,79,947,712,,,0,0,carp
LEM_IS17_RBC,3,79,948,181,,,0,0,carp
LEM_IS17_RBC,3,79,949,658,,,0,0,carp
LEM_IS17_RBC,3,79,950,590,,,0,0,carp
LEM_IS17_RBC,3,79,951,687,,,0,0,carp
LEM_IS17_RBC,3,79,952,390,,,0,0,hybrid
LEM_IS17_RBC,3,79,953,566,,,0,0,carp
LEM_IS17_RBC,3,79,954,532,,,0,0,carp
LEM_IS17_RBC,3,79,955,487,,,0,0,carp
LEM_IS17_RBC,3,79,956,824,,,0,0,carp
LEM_IS17_RBC,3,79,957,461,,,0,0,carp
LEM_IS17_RBC,3,79,958,613,,,0,0,carp
LEM_IS17_RBC,3,79,959,612,,,0,0,carp
LEM_IS17_RBC,3,79,960,588,,,0,0,carp
LEM_IS17_RBC,3,79,961,568,,,0,0,carp
LEM_IS17_RBC,3,79,962,620,,,0,0,carp
LEM_IS17_RBC,3,79,963,557,,,0,0,carp
LEM_IS17_RBC,3,79,964,640,,,0,0,carp
LEM_IS17_RBC,3,79,965,655,,,0,0,carp
LEM_IS17_RBC,3,79,966,609,,,0,0,carp
LEM_IS17_RBC,3,79,967,667,,,0,0,carp
LEM_IS17_RBC,3,79,968,616,,,0,0,carp
LEM_IS17_RBC,3,79,969,641,,,0,0,carp
LEM_IS17_RBC,3,79,970,612,,,0,0,carp
LEM_IS17_RBC,3,80,971,636,,,0,0,carp
LEM_IS17_RBC,3,80,972,691,,,0,0,carp
LEM_IS17_RBC,3,80,973,740,,,0,0,carp
LEM_IS17_RBC,3,80,974,722,,,0,0,carp
LEM_IS17_RBC,3,80,975,643,,,0,0,carp
LEM_IS17_RBC,3,80,976,647,,,0,0,carp
LEM_IS17_RBC,3,80,977,533,,,0,0,carp
LEM_IS17_RBC,3,80,978,695,,,0,0,carp
LEM_IS17_RBC,3,80,979,626,,,0,0,carp
LEM_IS17_RBC,3,80,980,580,,,0,0,carp
LEM_IS17_RBC,3,80,981,475,,,0,0,carp
LEM_IS17_RBC,3,80,982,647,,,0,0,carp
LEM_IS17_RBC,3,80,983,637,,,0,0,carp
LEM_IS17_RBC,3,80,984,672,,,0,0,carp
LEM_IS17_RBC,3,80,985,490,,,0,0,carp
LEM_IS17_RBC,3,80,986,634,,,0,0,carp
LEM_IS17_RBC,3,80,987,650,,,0,0,carp
LEM_IS17_RBC,3,80,988,572,,,0,0,carp
LEM_IS17_RBC,3,80,989,685,,,0,0,carp
LEM_IS17_RBC,3,80,990,602,,,0,0,carp
LEM_IS17_RBC,3,80,991,626,,,0,0,carp
LEM_IS17_RBC,3,80,992,615,,,0,0,carp
LEM_IS17_RBC,3,80,993,732,,,0,0,carp
LEM_IS17_RBC,3,80,994,624,,,0,0,carp
LEM_IS17_RBC,3,80,995,649,,,0,0,carp
LEM_IS17_RBC,3,80,996,603,,,0,0,carp
LEM_IS17_RBC,3,80,997,720,,,0,0,carp
LEM_IS17_RBC,3,80,998,707,,,0,0,carp
LEM_IS17_RBC,3,80,999,664,,,0,0,carp
LEM_IS17_RBC,3,80,1000,678,,,0,0,carp
LEM_IS17_RBC,3,80,1001,670,,,0,0,carp
LEM_IS17_RBC,3,80,1002,688,,,0,0,carp
LEM_IS17_RBC,3,80,1003,860,,,0,0,carp
LEM_IS17_RBC,3,80,1004,660,,,0,0,carp
LEM_IS17_RBC,3,80,1005,673,,,0,0,carp
LEM_IS17_RBC,3,80,1006,600,,,0,0,carp
LEM_IS17_RBC,3,80,1007,654,,,0,0,carp
LEM_IS17_RBC,3,80,1008,600,,,0,0,carp
LEM_IS17_RBC,3,80,1009,604,,,0,0,carp
LEM_IS17_RBC,3,80,1010,604,,,0,0,carp
LEM_IS17_RBC,3,80,1011,604,,,0,0,carp
LEM_IS17_RBC,3,80,1012,611,,,0,0,carp
LEM_IS17_RBC,3,80,1013,652,,,0,0,carp
LEM_IS17_RBC,3,80,1014,630,,,0,0,carp
LEM_IS17_RBC,3,80,1015,623,,,0,0,carp
LEM_IS17_RBC,3,80,1016,640,,,0,0,carp
LEM_IS17_RBC,3,80,1017,565,,,0,0,carp
LEM_IS17_RBC,3,80,1018,663,,,0,0,carp
LEM_IS17_RBC,3,80,1019,693,,,0,0,carp
LEM_IS17_RBC,3,80,1020,714,,,0,0,carp
LEM_IS17_RBC,3,80,1021,637,,,0,0,carp
LEM_IS17_RBC,3,80,1022,608,,,0,0,carp
LEM_IS17_RBC,3,80,1023,741,,,0,0,carp
LEM_IS17_RBC,3,80,1024,533,,,0,0,carp
LEM_IS17_RBC,3,80,1025,449,,,0,0,carp
LEM_IS17_RBC,3,80,1026,594,,,0,0,carp
LEM_IS17_RBC,3,80,1027,662,,,0,0,carp
LEM_IS17_RBC,3,80,1028,547,,,0,0,carp
LEM_IS17_RBC,3,80,1029,662,,,0,0,carp
LEM_IS17_RBC,3,80,1030,494,,,0,0,carp
LEM_IS17_RBC,3,80,1031,796,,,0,0,carp
LEM_IS17_RBC,3,80,1032,606,,,0,0,carp
LEM_IS17_RBC,3,80,1033,633,,,0,0,carp
LEM_IS17_RBC,3,80,1034,537,,,0,0,carp
LEM_IS17_RBC,3,80,1035,670,,,0,0,carp
LEM_IS17_RBC,3,80,1036,830,,,0,0,carp
LEM_IS17_RBC,3,80,1037,519,,,0,0,carp
LEM_IS17_RBC,3,80,1038,645,,,0,0,carp
LEM_IS17_RBC,3,80,1039,693,,,0,0,carp
LEM_IS17_RBC,3,80,1040,719,,,0,0,carp
LEM_IS17_RBC,3,80,1041,720,,,0,0,carp
LEM_IS17_RBC,3,80,1042,673,,,0,0,carp
LEM_IS17_RBC,3,80,1043,663,,,0,0,carp
LEM_IS17_RBC,3,80,1044,625,,,0,0,carp
LEM_IS17_RBC,3,80,1045,612,,,0,0,carp
LEM_IS17_RBC,3,80,1046,778,,,0,0,carp
LEM_IS17_RBC,3,80,1047,625,,,0,0,carp
LEM_IS17_RBC,3,80,1048,682,,,0,0,carp
LEM_IS17_RBC,3,80,1049,685,,,0,0,carp
LEM_IS17_RBC,3,80,1050,791,,,0,0,carp
LEM_IS17_RBC,3,80,1051,642,,,0,0,carp
LEM_IS17_RBC,3,80,1052,595,,,0,0,carp
LEM_IS17_RBC,3,80,1053,663,,,0,0,carp
LEM_IS17_RBC,3,80,1054,715,,,0,0,carp
LEM_IS17_RBC,3,80,1055,670,,,0,0,carp
LEM_IS17_RBC,3,80,1056,557,,,0,0,carp
LEM_IS17_RBC,3,80,1057,580,,,0,0,carp
LEM_IS17_RBC,3,80,1058,866,,,0,0,carp
LEM_IS17_RBC,3,80,1059,595,,,0,0,carp
LEM_IS17_RBC,3,80,1060,503,,,0,0,carp
LEM_IS17_RBC,3,80,1061,561,,,0,0,carp
LEM_IS17_RBC,3,80,1062,626,,,0,0,carp
LEM_IS17_RBC,3,80,1063,707,,,0,0,carp
LEM_IS17_RBC,3,80,1064,627,,,0,0,carp
LEM_IS17_RBC,3,80,1065,618,,,0,0,carp
LEM_IS17_RBC,3,80,1066,647,,,0,0,carp
LEM_IS17_RBC,3,80,1067,397,,,0,0,hybrid
LEM_IS17_RBC,3,80,1068,696,,,0,0,carp
LEM_IS17_RBC,3,80,1069,683,,,0,0,carp
LEM_IS17_RBC,3,80,1070,632,,,0,0,carp
LEM_IS17_RBC,3,80,1071,697,,,0,0,carp
LEM_IS17_RBC,3,80,1072,623,,,0,0,carp
LEM_IS17_RBC,3,80,1073,725,,,0,0,carp
LEM_IS17_RBC,3,80,1074,804,,,0,0,carp
